ano,id_eleicao,tipo_eleicao,data_eleicao,sigla_uf,id_municipio,id_municipio_tse,cargo,vagas
2024,619,eleicao ordinaria,2024-10-06,PA,1500206,4030,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500305,4057,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500305,4057,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500347,4260,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500347,4260,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500404,4073,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500404,4073,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500503,4090,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500503,4090,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500602,4111,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500602,4111,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500701,4138,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500701,4138,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500800,4154,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500800,4154,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500859,4723,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500859,4723,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500909,4170,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500909,4170,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500958,4340,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1500958,4340,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501006,4197,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501006,4197,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501105,4219,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501105,4219,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501204,4235,prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501204,4235,vice-prefeito,1
2024,619,eleicao ordinaria,2024-10-06,PA,1501253,4588,vice-prefeito,1
